statement,connective,pattern,label,conj_a,conj_b
The city of Ningbo is in South Korea or the city of Poznan is in Mexico.,or,FF,0,The city of Ningbo is in South Korea.,The city of Poznan is in Mexico.
The city of Karbala is in Iraq and the city of Kahriz is in Iran.,and,TT,1,The city of Karbala is in Iraq.,The city of Kahriz is in Iran.
The city of Heze is in Yemen or the city of Sanmenxia is in China.,or,FT,1,The city of Heze is in Yemen.,The city of Sanmenxia is in China.
The city of Gwalior is in India or the city of Shiraz is in China.,or,TF,1,The city of Gwalior is in India.,The city of Shiraz is in China.
The city of Zunyi is in Senegal and the city of Cancun is in Mexico.,and,FT,0,The city of Zunyi is in Senegal.,The city of Cancun is in Mexico.
The city of Anyang-si is in Iraq or the city of Sanya is in India.,or,FF,0,The city of Anyang-si is in Iraq.,The city of Sanya is in India.
The city of Benxi is in Brazil and the city of Karachi is in India.,and,FF,0,The city of Benxi is in Brazil.,The city of Karachi is in India.
The city of Kakamega is in Russia and the city of Kumamoto is in Japan.,and,FT,0,The city of Kakamega is in Russia.,The city of Kumamoto is in Japan.
The city of Anyang is in China and the city of Guigang is in China.,and,TT,1,The city of Anyang is in China.,The city of Guigang is in China.
The city of Conakry is in Belarus and the city of Tanggu is in China.,and,FT,0,The city of Conakry is in Belarus.,The city of Tanggu is in China.
The city of Abeokuta is in Nigeria and the city of Novokuznetsk is in Russia.,and,TT,1,The city of Abeokuta is in Nigeria.,The city of Novokuznetsk is in Russia.
The city of Erbil is in Iraq or the city of Nizhniy Novgorod is in China.,or,TF,1,The city of Erbil is in Iraq.,The city of Nizhniy Novgorod is in China.
The city of Karachi is in India and the city of Tianshui is in China.,and,FT,0,The city of Karachi is in India.,The city of Tianshui is in China.
The city of Dammam is in Russia and the city of Jiaozhou is in Latvia.,and,FF,0,The city of Dammam is in Russia.,The city of Jiaozhou is in Latvia.
The city of Abuja is in Nigeria or the city of Sargodha is in Pakistan.,or,TT,1,The city of Abuja is in Nigeria.,The city of Sargodha is in Pakistan.
The city of Zibo is in China and the city of Lu'an is in China.,and,TT,1,The city of Zibo is in China.,The city of Lu'an is in China.
The city of Quzhou is in China and the city of Arequipa is in Peru.,and,TT,1,The city of Quzhou is in China.,The city of Arequipa is in Peru.
The city of Omsk is in China or the city of Ashgabat is in Bangladesh.,or,FF,0,The city of Omsk is in China.,The city of Ashgabat is in Bangladesh.
The city of Zhabei is in China or the city of Liupanshui is in China.,or,TT,1,The city of Zhabei is in China.,The city of Liupanshui is in China.
The city of San Miguel de Tucuman is in China and the city of Asyut is in Japan.,and,FF,0,The city of San Miguel de Tucuman is in China.,The city of Asyut is in Japan.
The city of Haiphong is in Vietnam and the city of Meizhou is in Russia.,and,TF,0,The city of Haiphong is in Vietnam.,The city of Meizhou is in Russia.
The city of Jieyang is in the Philippines or the city of Kalininskiy is in Russia.,or,FT,1,The city of Jieyang is in the Philippines.,The city of Kalininskiy is in Russia.
The city of Surakarta is in Indonesia or the city of Foshan is in China.,or,TT,1,The city of Surakarta is in Indonesia.,The city of Foshan is in China.
The city of Xining is in China or the city of Ziyang is in China.,or,TT,1,The city of Xining is in China.,The city of Ziyang is in China.
The city of Amman is in Malaysia and the city of Belo Horizonte is in Brazil.,and,FT,0,The city of Amman is in Malaysia.,The city of Belo Horizonte is in Brazil.
The city of Porto Velho is in Brazil and the city of Jakarta is in Indonesia.,and,TT,1,The city of Porto Velho is in Brazil.,The city of Jakarta is in Indonesia.
The city of Contagem is in Brazil or the city of Zhangjiagang is in Brazil.,or,TF,1,The city of Contagem is in Brazil.,The city of Zhangjiagang is in Brazil.
The city of Zarqa is in India and the city of Callao is in Peru.,and,FT,0,The city of Zarqa is in India.,The city of Callao is in Peru.
The city of Guankou is in China or the city of Zhaoqing is in Brazil.,or,TF,1,The city of Guankou is in China.,The city of Zhaoqing is in Brazil.
The city of Aleppo is in Syria or the city of Ebute Ikorodu is in China.,or,TF,1,The city of Aleppo is in Syria.,The city of Ebute Ikorodu is in China.
The city of Port Harcourt is in Eritrea or the city of Bhubaneswar is in India.,or,FT,1,The city of Port Harcourt is in Eritrea.,The city of Bhubaneswar is in India.
The city of Kisangani is in the Democratic Republic of the Congo or the city of Yekaterinburg is in Russia.,or,TT,1,The city of Kisangani is in the Democratic Republic of the Congo.,The city of Yekaterinburg is in Russia.
The city of Santiago de los Caballeros is in India or the city of Bokaro is in China.,or,FF,0,The city of Santiago de los Caballeros is in India.,The city of Bokaro is in China.
The city of Surat is in Burkina Faso or the city of Samarinda is in Iraq.,or,FF,0,The city of Surat is in Burkina Faso.,The city of Samarinda is in Iraq.
The city of Thane is in China or the city of Mexicali is in Mexico.,or,FT,1,The city of Thane is in China.,The city of Mexicali is in Mexico.
The city of Tianshui is in Canada and the city of Tegucigalpa is in Honduras.,and,FT,0,The city of Tianshui is in Canada.,The city of Tegucigalpa is in Honduras.
The city of Sanya is in India and the city of Orenburg is in Malaysia.,and,FF,0,The city of Sanya is in India.,The city of Orenburg is in Malaysia.
The city of Marseille is in France or the city of Sendai is in Brazil.,or,TF,1,The city of Marseille is in France.,The city of Sendai is in Brazil.
The city of Asuncion is in Paraguay or the city of Jiangyin is in China.,or,TT,1,The city of Asuncion is in Paraguay.,The city of Jiangyin is in China.
The city of Gold Coast is in Australia and the city of Amman is in Jordan.,and,TT,1,The city of Gold Coast is in Australia.,The city of Amman is in Jordan.
The city of Acapulco de Juarez is in Morocco or the city of Salta is in Argentina.,or,FT,1,The city of Acapulco de Juarez is in Morocco.,The city of Salta is in Argentina.
The city of Kozhikode is in the United States and the city of Zaria is in India.,and,FF,0,The city of Kozhikode is in the United States.,The city of Zaria is in India.
The city of Rohini is in India or the city of Guwahati is in India.,or,TT,1,The city of Rohini is in India.,The city of Guwahati is in India.
The city of Taiz is in Burkina Faso or the city of Maracay is in China.,or,FF,0,The city of Taiz is in Burkina Faso.,The city of Maracay is in China.
The city of Liupanshui is in the Philippines or the city of Helsinki is in Pakistan.,or,FF,0,The city of Liupanshui is in the Philippines.,The city of Helsinki is in Pakistan.
The city of Brazzaville is in the Republic of the Congo or the city of Aleppo is in China.,or,TF,1,The city of Brazzaville is in the Republic of the Congo.,The city of Aleppo is in China.
The city of Maceio is in China and the city of Weinan is in Colombia.,and,FF,0,The city of Maceio is in China.,The city of Weinan is in Colombia.
The city of Maceio is in China or the city of Porto Velho is in Algeria.,or,FF,0,The city of Maceio is in China.,The city of Porto Velho is in Algeria.
The city of Rangpur is in Bangladesh or the city of Yaroslavl is in Russia.,or,TT,1,The city of Rangpur is in Bangladesh.,The city of Yaroslavl is in Russia.
The city of Bien Hoa is in South Korea and the city of Lusaka is in Zambia.,and,FT,0,The city of Bien Hoa is in South Korea.,The city of Lusaka is in Zambia.
The city of Mysore is in India and the city of Lahore is in Pakistan.,and,TT,1,The city of Mysore is in India.,The city of Lahore is in Pakistan.
The city of Lusaka is in Zambia and the city of Jiaozuo is in Bangladesh.,and,TF,0,The city of Lusaka is in Zambia.,The city of Jiaozuo is in Bangladesh.
The city of Tehran is in Iran or the city of Juiz de Fora is in India.,or,TF,1,The city of Tehran is in Iran.,The city of Juiz de Fora is in India.
The city of Pingliang is in China or the city of Dandong is in Niger.,or,TF,1,The city of Pingliang is in China.,The city of Dandong is in Niger.
The city of Zagreb is in Japan and the city of Baotou is in China.,and,FT,0,The city of Zagreb is in Japan.,The city of Baotou is in China.
The city of Ulsan is in South Africa and the city of Kaifeng is in Mexico.,and,FF,0,The city of Ulsan is in South Africa.,The city of Kaifeng is in Mexico.
The city of Nanchang is in China or the city of Ulan Bator is in Mongolia.,or,TT,1,The city of Nanchang is in China.,The city of Ulan Bator is in Mongolia.
The city of Yichang is in China and the city of Jos is in Nigeria.,and,TT,1,The city of Yichang is in China.,The city of Jos is in Nigeria.
The city of Xuzhou is in Mexico and the city of Zapopan is in Mexico.,and,FT,0,The city of Xuzhou is in Mexico.,The city of Zapopan is in Mexico.
The city of Ciudad Juarez is in India and the city of Guang'an is in Germany.,and,FF,0,The city of Ciudad Juarez is in India.,The city of Guang'an is in Germany.
The city of Shanghai is in China or the city of Lome is in Yemen.,or,TF,1,The city of Shanghai is in China.,The city of Lome is in Yemen.
The city of Krasnoyarsk is in Russia and the city of Jaboatao is in Brazil.,and,TT,1,The city of Krasnoyarsk is in Russia.,The city of Jaboatao is in Brazil.
The city of Borivli is in India and the city of Chelyabinsk is in China.,and,TF,0,The city of Borivli is in India.,The city of Chelyabinsk is in China.
The city of Lusaka is in Poland and the city of Laiwu is in the United States.,and,FF,0,The city of Lusaka is in Poland.,The city of Laiwu is in the United States.
The city of Balikpapan is in Japan and the city of Ma'anshan is in India.,and,FF,0,The city of Balikpapan is in Japan.,The city of Ma'anshan is in India.
The city of Handan is in China or the city of Kampung Baru Subang is in the Philippines.,or,TF,1,The city of Handan is in China.,The city of Kampung Baru Subang is in the Philippines.
The city of Jeonju is in the United States or the city of Stockholm is in Russia.,or,FF,0,The city of Jeonju is in the United States.,The city of Stockholm is in Russia.
The city of Jiaozuo is in China and the city of Panshan is in China.,and,TT,1,The city of Jiaozuo is in China.,The city of Panshan is in China.
The city of Hefei is in Germany or the city of Luohe is in China.,or,FT,1,The city of Hefei is in Germany.,The city of Luohe is in China.
The city of Port Said is in Egypt and the city of Qinhuangdao is in China.,and,TT,1,The city of Port Said is in Egypt.,The city of Qinhuangdao is in China.
The city of Lahore is in China or the city of Anyang is in Kuwait.,or,FF,0,The city of Lahore is in China.,The city of Anyang is in Kuwait.
The city of Visakhapatnam is in Indonesia and the city of Abobo is in Côte d'Ivoire.,and,FT,0,The city of Visakhapatnam is in Indonesia.,The city of Abobo is in Côte d'Ivoire.
The city of Zhenjiang is in Germany and the city of Nanning is in China.,and,FT,0,The city of Zhenjiang is in Germany.,The city of Nanning is in China.
The city of Jaipur is in China or the city of Bursa is in Turkey.,or,FT,1,The city of Jaipur is in China.,The city of Bursa is in Turkey.
The city of Abidjan is in China or the city of Guwahati is in China.,or,FF,0,The city of Abidjan is in China.,The city of Guwahati is in China.
The city of Asuncion is in Nigeria and the city of Huzhou is in Germany.,and,FF,0,The city of Asuncion is in Nigeria.,The city of Huzhou is in Germany.
The city of Jeonju is in South Korea and the city of Novokuznetsk is in China.,and,TF,0,The city of Jeonju is in South Korea.,The city of Novokuznetsk is in China.
The city of Hubli is in Indonesia or the city of Harare is in Zimbabwe.,or,FT,1,The city of Hubli is in Indonesia.,The city of Harare is in Zimbabwe.
The city of Soweto is in South Africa and the city of Maoming is in China.,and,TT,1,The city of Soweto is in South Africa.,The city of Maoming is in China.
The city of Herat is in Afghanistan or the city of Ma'anshan is in India.,or,TF,1,The city of Herat is in Afghanistan.,The city of Ma'anshan is in India.
The city of Malacca is in China and the city of Zhuzhou is in France.,and,FF,0,The city of Malacca is in China.,The city of Zhuzhou is in France.
The city of Shenyang is in China or the city of Denpasar is in Indonesia.,or,TT,1,The city of Shenyang is in China.,The city of Denpasar is in Indonesia.
The city of Petaling Jaya is in Bosnia and Herzegovina or the city of Mudanjiang is in Turkey.,or,FF,0,The city of Petaling Jaya is in Bosnia and Herzegovina.,The city of Mudanjiang is in Turkey.
The city of Nagoya is in Japan or the city of Managua is in Turkey.,or,TF,1,The city of Nagoya is in Japan.,The city of Managua is in Turkey.
The city of Barranquilla is in Colombia or the city of Shangluo is in China.,or,TT,1,The city of Barranquilla is in Colombia.,The city of Shangluo is in China.
